bds,ba,sqft,address,zip_code,built_year,heating,cooling,parking,appliances,sold_time,sold_price,list_time,list_price,listing_sold_time_diff,sold_year,sold_month,sold_day,price_percent_change,view_city,view_mountain,view_park,view_water,type_Apartment,type_Condo,type_Multiple Occupancy,type_Other,type_Residential,type_Single Family,type_Townhouse,type_Vacant Land
2,3,1920,101 Warren St APT 1450,10007,2006,,,0 spaces,,2020-03-25 00:00:00,3720000,2019-08-26 00:00:00,4300000,212,2020,3,25,-0.13488372093023257,0,0,0,0,0,1,0,0,0,0,0,0
,,1102,275 Greenwich St #5AS,10007,1987,,,0 spaces,,2020-03-24 00:00:00,1700000,,,,2020,3,24,,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1026,275 Greenwich St APT 3E,10007,1987,,,0 spaces,,2020-03-24 00:00:00,1525000,2019-09-18 00:00:00,1625000,188,2020,3,24,-0.06153846153846154,1,0,0,0,0,1,0,0,0,0,0,0
2,2,1806,25 Murray St APT 3H,10007,1830,Forced air,Central,0 spaces,"Appliances included: Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",2020-03-19 00:00:00,1950000,2019-06-13 00:00:00,2800000,280,2020,3,19,-0.30357142857142855,0,0,0,0,0,1,0,0,0,0,0,0
,,231379,49-51 Chambers St #11E,10007,1910,,,0 spaces,,2020-03-19 00:00:00,4990000,,,,2020,3,19,,0,0,0,0,0,1,0,0,0,0,0,0
,,,111 Murray St #29W,10007,,,,0 spaces,,2020-03-15 00:00:00,6678300,,,,2020,3,15,,0,0,0,0,0,1,0,0,0,0,0,0
,2,1661,258 Broadway APT 2A,10007,1900,,,0 spaces,,2020-03-12 00:00:00,2250000,2018-01-31 00:00:00,2800000,771,2020,3,12,-0.19642857142857142,0,0,0,0,0,1,0,0,0,0,0,0
,,,111 Murray St #9W,10007,,,,0 spaces,,2020-03-11 00:00:00,4900000,,,,2020,3,11,,0,0,0,0,0,1,0,0,0,0,0,0
2,,1260,200 Chambers St,10007,2007,Forced air,Central,Garage - Attached,Other interior features,2020-03-10 00:00:00,1495000,2012-06-20 00:00:00,985000,2820,2020,3,10,0.5177664974619289,0,0,0,0,0,1,0,0,0,0,0,0
,,,12 Warren St,10007,,,,0 spaces,,2020-03-08 00:00:00,2102560,,,,2020,3,8,,0,0,0,0,0,1,0,0,0,0,0,0
,,,140 West St #13A,10007,,,,0 spaces,,2020-03-05 00:00:00,4917000,,,,2020,3,5,,0,0,0,0,0,1,0,0,0,0,0,0
,,2378,92-94 Warren St #2-3W,10007,1920,,,0 spaces,,2020-03-04 00:00:00,3875000,,,,2020,3,4,,0,0,0,0,0,1,0,0,0,0,0,0
,,231379,49-51 Chambers St #8C,10007,1910,,,0 spaces,,2020-03-03 00:00:00,1895000,,,,2020,3,3,,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1137,57 Reade St APT 19A,10007,2011,,Central,Covered,Other interior features,2020-03-01 00:00:00,2025000,2019-06-19 00:00:00,2100000,256,2020,3,1,-0.03571428571428571,1,0,0,0,0,1,0,0,0,0,0,0
,,,140 West St #16H,10007,,,,0 spaces,,2020-03-01 00:00:00,2875000,,,,2020,3,1,,0,0,0,0,0,1,0,0,0,0,0,0
4,5,3953,72 Reade St FL 2,10007,1915,,,Covered,"Appliances included: Dishwasher, Dryer, Washer",2020-02-27 00:00:00,5525000,2018-06-11 00:00:00,7925000,626,2020,2,27,-0.3028391167192429,1,0,1,0,0,1,0,0,0,0,0,0
,3,2505,12 Warren St,10007,2016,,Central,0 spaces,,2020-02-27 00:00:00,2102560,2020-01-12 00:00:00,6495000,46,2020,2,27,-0.6762802155504234,0,0,0,0,0,1,0,0,0,0,0,0
1,1,670,295 Greenwich St #4KN,10007,1987,,,0 spaces,"Appliances included: Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",2020-02-26 00:00:00,985000,2019-09-12 00:00:00,1100000,167,2020,2,26,-0.10454545454545454,0,0,0,0,0,1,0,0,0,0,0,0
1,1,650,275 Greenwich St #3FS,10007,1987,,,0 spaces,"Appliances included: Dryer, Washer",2020-02-18 00:00:00,975000,2019-05-14 00:00:00,1295000,280,2020,2,18,-0.2471042471042471,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1850,38 Warren St APT 8C,10007,1900,,Central,0 spaces,Other interior features,2020-02-11 00:00:00,2251338,2019-05-29 00:00:00,2850000,258,2020,2,11,-0.21005684210526315,0,0,0,0,0,1,0,0,0,0,0,0
1,1,791,111 Murray St #7B,10007,2018,Forced air,Central,None,"Appliances included: Dishwasher, Dryer, Washer",2020-02-11 00:00:00,1780000,2019-08-07 00:00:00,2000000,188,2020,2,11,-0.11,0,0,0,0,0,0,1,0,0,0,0,0
2,3,1654,111 Murray St #33B,10007,2018,,Central,0 spaces,Other interior features,2020-02-03 00:00:00,4055000,2019-08-07 00:00:00,4300000,180,2020,2,3,-0.056976744186046514,0,0,0,0,0,1,0,0,0,0,0,0
,,1993,295 Greenwich St #10BN,10007,1987,,,0 spaces,,2020-02-03 00:00:00,2940000,,,,2020,2,3,,0,0,0,0,0,1,0,0,0,0,0,0
3,3,1548,25 Murray St APT 2J,10007,1930,"Forced air, Gas",Other,Covered,Appliances included: Dishwasher,2020-01-30 00:00:00,1595000,2019-01-30 00:00:00,1995000,365,2020,1,30,-0.20050125313283207,0,0,0,0,0,0,1,0,0,0,0,0
,,231379,49-51 Chambers St #16D,10007,1910,,,0 spaces,,2020-01-23 00:00:00,4050000,,,,2020,1,23,,0,0,0,0,0,1,0,0,0,0,0,0
3,4,2300,148 Chambers St,10007,1915,,Central,0 spaces,Other interior features,2020-01-22 00:00:00,4150000,2019-05-15 00:00:00,5998000,252,2020,1,22,-0.3081027009003001,1,0,0,0,0,1,0,0,0,0,0,0
,,900,275 Greenwich St #10CS,10007,1987,,,0 spaces,,2020-01-22 00:00:00,835000,,,,2020,1,22,,0,0,0,0,0,1,0,0,0,0,0,0
4,6,3699,30 Park Pl APT 70A,10007,2016,,,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-01-21 00:00:00,10500000,2019-06-20 00:00:00,12970000,215,2020,1,21,-0.19043947571318426,0,0,0,0,0,1,0,0,0,0,0,0
3,3,2780,270 Broadway APT 17A,10007,1928,,,0 spaces,,2020-01-15 00:00:00,3300000,2019-09-10 00:00:00,3695000,127,2020,1,15,-0.10690121786197564,0,0,0,0,0,1,0,0,0,0,0,0
2,,2256,49 Chambers St APT 16D,10007,1910,Forced air,Other,Covered,Other interior features,2020-01-15 00:00:00,4050000,2019-12-03 00:00:00,4425000,43,2020,1,15,-0.0847457627118644,0,0,0,0,0,0,1,0,0,0,0,0
3,4,3282,2 Park Pl #34A,10007,1913,,,0 spaces,"Appliances included: Dryer, Washer",2020-01-13 00:00:00,6750000,2019-08-07 00:00:00,7995000,159,2020,1,13,-0.15572232645403378,0,0,0,0,0,1,0,0,0,0,0,0
,1,550,333 Pearl St APT 11G,10038,,,,0 spaces,,2021-01-07 00:00:00,530000,2020-07-21 00:00:00,569000,170,2021,1,7,-0.06854130052724078,0,0,0,0,0,1,0,0,0,0,0,0
,,,215 Park Row APT 10A,10038,,,,0 spaces,,2021-01-05 00:00:00,200000,,,,2021,1,5,,0,0,0,0,0,1,0,0,0,0,0,0
2,1,1100,165 Park Row APT 5B,10038,1960,,,0 spaces,,2020-12-17 00:00:00,868000,,,,2020,12,17,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,800,185 Park Row,10038,1960,,,0 spaces,,2020-12-17 00:00:00,868000,2015-12-15 00:00:00,680000,1829,2020,12,17,0.27647058823529413,1,0,0,1,0,1,0,0,0,0,0,0
1,1,690,71-73 Nassau St #7B,10038,1905,,,0 spaces,"Appliances included: Dryer, Washer",2020-12-15 00:00:00,762500,2010-06-10 00:00:00,745000,3841,2020,12,15,0.02348993288590604,0,0,0,0,0,0,1,0,0,0,0,0
2,2,,140 Nassau St APT 6A,10038,1901,,,0 spaces,"Appliances included: Dryer, Washer",2020-12-13 00:00:00,2100000,2020-07-05 00:00:00,2350000,161,2020,12,13,-0.10638297872340426,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,90 Gold St APT 5E,10038,1971,,,0 spaces,Appliances included: Dishwasher,2020-11-23 00:00:00,625000,2018-04-18 00:00:00,695000,950,2020,11,23,-0.10071942446043165,0,0,0,0,0,1,0,0,0,0,0,0
1,1,700,99 John St APT 1112,10038,2003,Forced air,Other,Garage - Attached,Appliances included: Dishwasher,2020-11-18 00:00:00,1,2015-04-15 00:00:00,849999,2044,2020,11,18,-0.9999988235280277,0,0,0,0,0,0,1,0,0,0,0,0
2,2,1471,119 Fulton St APT 4A,10038,1919,,Central,0 spaces,Other interior features,2020-11-17 00:00:00,1450000,2020-03-02 00:00:00,1595000,260,2020,11,17,-0.09090909090909091,0,0,0,0,0,1,0,0,0,0,0,0
,,306862,196-198 Park Row,10038,1965,,,"Garage, Garage - Attached",,2020-11-01 00:00:00,550000,,,,2020,11,1,,0,0,0,0,0,1,0,0,0,0,0,0
,,,115 Nassau St PENTHOUSE 51,10038,,,,0 spaces,,2020-10-22 00:00:00,10400000,,,,2020,10,22,,0,0,0,0,0,1,0,0,0,0,0,0
,,,90 Gold St APT 18E,10038,1971,,,0 spaces,,2020-10-21 00:00:00,695000,,,,2020,10,21,,0,0,0,0,0,1,0,0,0,0,0,0
2,1,1100,90 Beekman St APT 7A,10038,,,Central,0 spaces,Other interior features,2020-10-19 00:00:00,935000,2020-08-13 00:00:00,1150000,67,2020,10,19,-0.18695652173913044,0,0,0,0,0,1,0,0,0,0,0,0
1,1,685,99 John St APT 2304,10038,2003,,,Garage - Attached,Other interior features,2020-10-18 00:00:00,1175000,2020-06-15 00:00:00,1195000,125,2020,10,18,-0.016736401673640166,0,0,0,0,0,1,0,0,0,0,0,0
,1,663,99 John St APT 913,10038,2003,,Central,Garage - Attached,Other interior features,2020-10-15 00:00:00,630000,2020-05-06 00:00:00,698000,162,2020,10,15,-0.09742120343839542,0,0,0,0,0,1,0,0,0,0,0,0
,,5189,71-73 Nassau St #14S,10038,1906,,,0 spaces,,2020-10-04 00:00:00,19500,,,,2020,10,4,,0,0,0,0,0,0,0,0,0,1,0,0
,,,90 Beekman St APT 7A,10038,1971,,,0 spaces,,2020-09-30 00:00:00,935000,,,,2020,9,30,,0,0,0,0,0,1,0,0,0,0,0,0
,,,165 Park Row APT 20F,10038,1960,,,0 spaces,,2020-09-28 00:00:00,1300000,,,,2020,9,28,,0,0,0,0,0,1,0,0,0,0,0,0
3,2,1600,145 Nassau St #4E,10038,1886,,,0 spaces,Other interior features,2020-09-07 00:00:00,2020000,2020-05-27 00:00:00,2250000,103,2020,9,7,-0.10222222222222223,0,0,0,0,0,1,0,0,0,0,0,0
,,111685,36-38 Park Row,10038,1900,,,0 spaces,,2020-09-07 00:00:00,2020000,,,,2020,9,7,,0,0,0,0,0,1,0,0,0,0,0,0
,,,90 Gold St APT 19E,10038,1971,,,0 spaces,,2020-08-25 00:00:00,670800,,,,2020,8,25,,0,0,0,0,0,1,0,0,0,0,0,0
3,2,1450,299 Pearl St APT 3B,10038,1973,,,Garage,,2020-08-23 00:00:00,427500,,,,2020,8,23,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,813,71-73 Nassau St #9B,10038,1906,,Central,0 spaces,Other interior features,2020-08-19 00:00:00,1107075,,,,2020,8,19,,1,0,0,0,0,0,0,0,0,1,0,0
,,1088,71-73 Nassau St #4A,10038,1906,,,0 spaces,,2020-08-19 00:00:00,1100000,,,,2020,8,19,,0,0,0,0,0,1,0,0,0,0,0,0
2,1,1100,165 Park Row APT 3B,10038,1960,,,0 spaces,Appliances included: Dishwasher,2020-08-13 00:00:00,940000,2019-09-25 00:00:00,950000,323,2020,8,13,-0.010526315789473684,0,0,0,0,0,1,0,0,0,0,0,0
,,,90 Gold St APT 11E,10038,1971,,,0 spaces,,2020-07-26 00:00:00,610000,,,,2020,7,26,,0,0,0,0,0,1,0,0,0,0,0,0
2,1,912,80 Gold St,10038,1969,,,"Garage, Garage - Detached, Covered",,2020-07-26 00:00:00,1215000,2016-03-18 00:00:00,975000,1591,2020,7,26,0.24615384615384617,1,0,0,0,0,1,0,0,0,0,0,0
,,,333 Pearl St APT 10E,10038,1971,,,0 spaces,,2020-07-26 00:00:00,635000,,,,2020,7,26,,0,0,0,0,0,1,0,0,0,0,0,0
,,,80 Beekman St APT 6A,10038,1971,,,0 spaces,,2020-07-23 00:00:00,890000,,,,2020,7,23,,0,0,0,0,0,1,0,0,0,0,0,0
,,,299 Pearl St APT 2A,10038,1971,,,0 spaces,,2020-07-19 00:00:00,850000,,,,2020,7,19,,0,0,0,0,0,1,0,0,0,0,0,0
2,1,,299 Pearl St APT 2A,10038,,,,0 spaces,,2020-07-18 00:00:00,850000,2020-05-28 00:00:00,850000,51,2020,7,18,0.0,0,0,0,0,0,1,0,0,0,0,0,0
,,,100 Beekman St APT 23A,10038,1971,,,0 spaces,,2020-07-12 00:00:00,535000,,,,2020,7,12,,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1082,90 William St APT 2C,10038,1967,,,0 spaces,Other interior features,2020-07-09 00:00:00,1030000,2020-04-22 00:00:00,1095000,78,2020,7,9,-0.0593607305936073,0,0,0,0,0,1,0,0,0,0,0,0
,1,625,99 John St APT 525,10038,2003,,,Garage - Attached,Appliances included: Dishwasher,2020-07-06 00:00:00,645000,2019-12-03 00:00:00,699000,216,2020,7,6,-0.07725321888412018,0,0,0,0,0,1,0,0,0,0,0,0
,,,77 Fulton St APT 23F,10038,1971,,,0 spaces,,2020-06-25 00:00:00,725000,,,,2020,6,25,,0,0,0,0,0,1,0,0,0,0,0,0
,,,333 Pearl St APT 23L,10038,1971,,,0 spaces,,2020-06-17 00:00:00,1039000,,,,2020,6,17,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,9450,80 Gold St #23F,10038,1971,,,"Garage, Garage - Attached, Covered",,2020-06-15 00:00:00,725000,2020-03-26 00:00:00,725000,81,2020,6,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0
,1,9450,80 Gold St #18G,10038,1971,,,"Garage, Garage - Attached, Covered",,2020-06-15 00:00:00,500000,2019-11-19 00:00:00,500000,209,2020,6,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1493,176 Broadway APT 10E,10038,1927,,,0 spaces,,2020-06-11 00:00:00,1350000,,,,2020,6,11,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,700,90 Gold St APT 6M,10038,1971,,,0 spaces,,2020-06-10 00:00:00,685000,,,,2020,6,10,,0,0,0,0,0,1,0,0,0,0,0,0
3,2,1660,117 Beekman St #7A,10038,1983,,,Covered,Appliances included: Dishwasher,2020-06-02 00:00:00,2350000,2019-10-08 00:00:00,1625000,238,2020,6,2,0.4461538461538462,1,0,0,1,0,1,0,0,0,0,0,0
2,2,1153,80 John St APT 4I,10038,1927,,Central,Garage - Attached,Other interior features,2020-05-31 00:00:00,1100000,2018-08-13 00:00:00,1295000,657,2020,5,31,-0.15057915057915058,0,0,0,0,0,1,0,0,0,0,0,0
1,1,677,99 John St APT 1804,10038,1932,,Central,Covered,"Appliances included: Dishwasher, Microwave, Range / Oven, Refrigerator",2020-05-31 00:00:00,875000,2020-02-09 00:00:00,895000,112,2020,5,31,-0.0223463687150838,1,0,0,0,1,0,0,0,0,0,0,0
,,,77 Fulton St APT 18G,10038,1971,,,0 spaces,,2020-05-28 00:00:00,500000,,,,2020,5,28,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,9450,80 Gold St APT 27B,10038,1971,,,"Garage, Garage - Attached, Covered",,2020-05-21 00:00:00,1279000,2018-06-23 00:00:00,779000,698,2020,5,21,0.6418485237483954,0,0,0,0,0,1,0,0,0,0,0,0
,,,80 Beekman St APT 5,10038,1971,,,0 spaces,,2020-05-21 00:00:00,1279000,,,,2020,5,21,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,100 Beekman St APT 26H,10038,1971,,Central,0 spaces,Appliances included: Dishwasher,2020-05-14 00:00:00,700000,2020-06-08 00:00:00,700000,-25,2020,5,14,0.0,0,0,0,0,0,1,0,0,0,0,0,0
,,,176 Broadway #PENTHOUSE,10038,1927,,,0 spaces,,2020-05-06 00:00:00,3250000,,,,2020,5,6,,0,0,0,0,0,1,0,0,0,0,0,0
,,,90 Gold St #20B,10038,1971,,,0 spaces,,2020-05-03 00:00:00,655000,,,,2020,5,3,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,90 Gold St APT 17M,10038,,,,0 spaces,,2020-04-30 00:00:00,680000,,,,2020,4,30,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,9450,80 Gold St #17M,10038,1971,,,"Garage, Garage - Attached, Covered",,2020-04-28 00:00:00,650000,2019-10-09 00:00:00,705000,202,2020,4,28,-0.07801418439716312,0,0,0,0,0,1,0,0,0,0,0,0
1,1,750,80 Gold St #20B,10038,1971,,,"Garage, Garage - Attached, Covered",Appliances included: Dishwasher,2020-04-23 00:00:00,655000,2019-05-29 00:00:00,759000,330,2020,4,23,-0.1370223978919631,0,0,0,0,0,1,0,0,0,0,0,0
2,1,3473,65 Nassau St APT 9C,10038,1920,,Central,0 spaces,Other interior features,2020-04-16 00:00:00,720000,2019-06-18 00:00:00,949000,303,2020,4,16,-0.24130663856691253,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1156,90 William St APT 4G,10038,1967,,Central,0 spaces,"Appliances included: Dishwasher, Refrigerator, Washer",2020-04-16 00:00:00,172000,2013-04-18 00:00:00,1299000,2555,2020,4,16,-0.867590454195535,0,0,0,0,0,1,0,0,0,0,0,0
1,1,750,90 Gold St APT 24B,10038,1971,,,0 spaces,Appliances included: Dishwasher,2020-04-14 00:00:00,700000,2020-06-03 00:00:00,675000,-50,2020,4,14,0.037037037037037035,0,0,0,0,0,1,0,0,0,0,0,0
2,1,,100 Beekman St APT 19C,10038,1971,,,0 spaces,,2020-03-29 00:00:00,1068000,2020-04-15 00:00:00,1069000,-17,2020,3,29,-0.0009354536950420954,0,0,0,0,0,1,0,0,0,0,0,0
,,,77 Fulton St APT 5D,10038,1971,,,0 spaces,,2020-03-29 00:00:00,878000,,,,2020,3,29,,0,0,0,0,0,1,0,0,0,0,0,0
,,,90 Gold St APT 21K,10038,1971,,,0 spaces,,2020-03-19 00:00:00,999875,,,,2020,3,19,,0,0,0,0,0,1,0,0,0,0,0,0
,,,80 Beekman St APT 3H,10038,1971,,,0 spaces,,2020-03-18 00:00:00,880000,,,,2020,3,18,,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1243,99 John St APT 1903,10038,2003,Forced air,Other,Garage - Detached,"Appliances included: Dishwasher, Dryer, Washer",2020-03-15 00:00:00,1680000,2019-05-13 00:00:00,1875000,307,2020,3,15,-0.104,1,0,0,1,0,0,1,0,0,0,0,0
2,3,1797,150 Nassau St APT 14A,10038,1900,,,Covered,"Appliances included: Dryer, Washer",2020-03-05 00:00:00,1900000,2019-09-02 00:00:00,2250000,185,2020,3,5,-0.15555555555555556,1,0,0,0,0,1,0,0,0,0,0,0
2,2,1200,176 Broadway APT 15F,10038,1927,,Central,0 spaces,Other interior features,2020-03-04 00:00:00,999000,2019-06-23 00:00:00,1235000,255,2020,3,4,-0.1910931174089069,0,0,0,0,0,1,0,0,0,0,0,0
,,,215 Park Row APT 14H,10038,,,,0 spaces,,2020-03-04 00:00:00,908300,,,,2020,3,4,,0,0,0,0,0,1,0,0,0,0,0,0
,,1088,71-73 Nassau St #7A,10038,1906,,,0 spaces,,2020-03-03 00:00:00,1050562,,,,2020,3,3,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,333 Pearl St APT 12B,10038,1971,,,0 spaces,,2020-03-03 00:00:00,731000,2018-03-28 00:00:00,730000,706,2020,3,3,0.0013698630136986301,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1125,130 Beekman St APT 3C,10038,1798,,,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-03-02 00:00:00,1295000,2019-07-22 00:00:00,1599000,224,2020,3,2,-0.19011882426516574,0,0,0,0,0,1,0,0,0,0,0,0
2,1,,333 Pearl St APT 1K,10038,1971,,,0 spaces,Appliances included: Dishwasher,2020-03-02 00:00:00,850000,2018-03-28 00:00:00,1125000,705,2020,3,2,-0.24444444444444444,0,0,0,0,0,1,0,0,0,0,0,0
,,,77 Fulton St APT 2L,10038,1971,,,0 spaces,,2020-03-01 00:00:00,695000,,,,2020,3,1,,0,0,0,0,0,1,0,0,0,0,0,0
,,,100 Beekman St APT 6G,10038,1971,,,0 spaces,,2020-02-23 00:00:00,510000,,,,2020,2,23,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,80 Gold St #12B,10038,1971,,Central,"Garage, Garage - Attached, Covered",Appliances included: Dishwasher,2020-02-20 00:00:00,731000,2019-09-30 00:00:00,828888,143,2020,2,20,-0.11809556900329116,0,0,0,0,0,1,0,0,0,0,0,0
,1,690,59 John St APT 6H,10038,1909,,,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-02-19 00:00:00,650000,2019-10-24 00:00:00,650000,118,2020,2,19,0.0,0,0,0,0,0,1,0,0,0,0,0,0
3,3,1885,111 Fulton St APT 401,10038,1940,,Central,0 spaces,Other interior features,2020-02-19 00:00:00,1800000,2019-09-17 00:00:00,1980000,155,2020,2,19,-0.09090909090909091,1,0,0,0,0,1,0,0,0,0,0,0
1,2,1093,111 Fulton St APT 619,10038,1940,,Central,0 spaces,Other interior features,2020-02-18 00:00:00,1190000,2019-10-16 00:00:00,1325000,125,2020,2,18,-0.1018867924528302,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1072,90 William St APT 3C,10038,1967,,,Covered,,2020-02-13 00:00:00,980000,2019-05-22 00:00:00,1175000,267,2020,2,13,-0.16595744680851063,0,0,0,0,0,1,0,0,0,0,0,0
2,1,,66 Frankfort St APT 4H,10038,1971,,,0 spaces,,2020-02-12 00:00:00,840000,2019-03-12 00:00:00,995000,337,2020,2,12,-0.15577889447236182,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1156,90 William St APT 5A,10038,1967,,,0 spaces,,2020-02-10 00:00:00,1395000,2019-09-16 00:00:00,1475000,147,2020,2,10,-0.05423728813559322,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1317,71 Nassau St APT 13C,10038,1906,,,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-02-09 00:00:00,1500000,2019-03-31 00:00:00,1875000,315,2020,2,9,-0.2,0,0,0,0,0,1,0,0,0,0,0,0
,,,100 Beekman St APT 16M,10038,1971,,,0 spaces,,2020-02-05 00:00:00,680000,,,,2020,2,5,,0,0,0,0,0,1,0,0,0,0,0,0
2,1,1500,252 Front St,10038,1880,,,0 spaces,,2020-02-04 00:00:00,1900000,,,,2020,2,4,,0,0,0,0,0,0,1,0,0,0,0,0
2,2,1153,80 John St APT 6I,10038,1927,,Central,0 spaces,Other interior features,2020-02-03 00:00:00,925000,2019-11-20 00:00:00,1090000,75,2020,2,3,-0.15137614678899083,0,0,0,0,0,1,0,0,0,0,0,0
,,,165 Park Row APT 2F,10038,1960,,,0 spaces,,2020-01-27 00:00:00,645242,,,,2020,1,27,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,165 Park Row APT 11E,10038,1960,,,0 spaces,,2020-01-26 00:00:00,670000,2019-08-04 00:00:00,719000,175,2020,1,26,-0.06815020862308763,0,0,0,0,0,1,0,0,0,0,0,0
,1,550,324 Pearl St APT 4B,10038,1920,,,Covered,"Appliances included: Dryer, Washer",2020-01-23 00:00:00,585000,2019-10-07 00:00:00,575000,108,2020,1,23,0.017391304347826087,0,0,0,0,0,0,1,0,0,0,0,0
2,1,970,99 John St APT 1609,10038,2003,,Central,0 spaces,Other interior features,2020-01-23 00:00:00,1280000,2019-08-15 00:00:00,1325000,161,2020,1,23,-0.033962264150943396,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1080,90 William St APT 9G,10038,1967,,,"Garage - Detached, Covered","Appliances included: Dryer, Washer",2020-01-20 00:00:00,1080000,2019-03-19 00:00:00,1250000,307,2020,1,20,-0.136,0,0,0,0,0,0,1,0,0,0,0,0
,,689,377 Rector Pl APT 8M,10280,,,,0 spaces,,2021-01-07 00:00:00,750000,,,,2021,1,7,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,716,377 Rector Pl APT 10M,10280,1985,,Central,Covered,Other interior features,2021-01-06 00:00:00,720000,2020-09-15 00:00:00,749999,113,2021,1,6,-0.03999871999829333,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1350,377 Rector Pl APT 8A,10280,1985,,,Garage - Detached,Appliances included: Dishwasher,2021-01-06 00:00:00,750000,2019-06-20 00:00:00,1995000,566,2021,1,6,-0.6240601503759399,0,0,0,0,0,0,1,0,0,0,0,0
2,2,890,21 S End Ave APT 637,10280,1988,,,0 spaces,,2017-03-14 00:00:00,1067500,2019-06-01 00:00:00,999000,-809,2017,3,14,0.06856856856856856,0,0,0,0,0,1,0,0,0,0,0,0
1,1,750,200 Rector Pl APT 28A,10280,1987,,,0 spaces,,2020-12-27 00:00:00,745000,2020-07-10 00:00:00,790000,170,2020,12,27,-0.056962025316455694,0,0,0,0,0,1,0,0,0,0,0,0
1,1,672,300 Albany St APT 5H,10280,1986,,,Garage - Attached,Appliances included: Dishwasher,2020-12-17 00:00:00,549500,2020-05-11 00:00:00,578000,220,2020,12,17,-0.04930795847750865,0,0,0,0,0,1,0,0,0,0,0,0
,,1512,30 Little West St #8E,10280,2005,,,0 spaces,,2020-12-10 00:00:00,2375000,,,,2020,12,10,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,735,380 Rector Pl APT 25E,10280,1987,,,0 spaces,Appliances included: Dishwasher,2020-12-07 00:00:00,999000,2020-08-09 00:00:00,1098000,120,2020,12,7,-0.09016393442622951,0,0,0,0,0,1,0,0,0,0,0,0
1,1,739,200 Rector Pl APT 8J,10280,1987,,Central,Garage - Attached,Other interior features,2020-12-01 00:00:00,750000,2020-07-08 00:00:00,759000,146,2020,12,1,-0.011857707509881422,0,0,0,0,0,1,0,0,0,0,0,0
4,4,2131,21 S End Ave APT 403,10280,1988,Forced air,Other,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-11-19 00:00:00,2725000,2020-08-25 00:00:00,2949000,86,2020,11,19,-0.0759579518480841,0,0,0,0,0,1,0,0,0,0,0,0
4,4,2131,21 S End Ave APT 402,10280,1988,,,Covered,"Appliances included: Dishwasher, Dryer, Washer",2020-11-19 00:00:00,2725000,2019-05-22 00:00:00,3295000,547,2020,11,19,-0.17298937784522003,0,0,0,0,0,1,0,0,0,0,0,0
3,3,2356,333 Rector Pl APT 806,10280,1985,,,Garage - Detached,,2020-11-12 00:00:00,2950000,2020-07-29 00:00:00,2995000,106,2020,11,12,-0.015025041736227046,0,0,0,0,0,1,0,0,0,0,0,0
2,2,915,280 Rector Pl APT 7F,10280,1985,,,0 spaces,,2020-11-03 00:00:00,990000,2020-07-05 00:00:00,999000,121,2020,11,3,-0.009009009009009009,0,0,0,0,0,1,0,0,0,0,0,0
,,673,380 Rector Pl APT 16D,10280,,,,0 spaces,,2020-11-01 00:00:00,1538888,,,,2020,11,1,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,544,300 Albany St APT 3B,10280,1986,,,Garage - Detached,,2020-11-01 00:00:00,550000,2020-03-09 00:00:00,575000,237,2020,11,1,-0.043478260869565216,0,0,0,0,0,1,0,0,0,0,0,0
